date,cdata.deviceName,sdata.reading
2019-04-16T04:59:59.000Z,水表-1楼,2.7298
2019-04-16T04:59:59.000Z,水表-3楼,4.8709
2019-04-16T05:09:59.000Z,水表-2楼,2.2943
2019-04-16T05:09:59.000Z,水表-1楼,2.73
2019-04-16T05:09:59.000Z,水表-3楼,4.8755
2019-04-16T05:19:59.000Z,水表-2楼,2.2955
2019-04-16T05:19:59.000Z,水表-1楼,2.73
2019-04-16T05:19:59.000Z,水表-3楼,4.8832
2019-04-16T05:29:59.000Z,水表-2楼,2.2966
2019-04-16T05:29:59.000Z,水表-1楼,2.7301
2019-04-16T05:29:59.000Z,水表-3楼,4.8877
2019-04-16T05:39:59.000Z,水表-2楼,2.2982
2019-04-16T05:39:59.000Z,水表-1楼,2.7304
2019-04-16T05:39:59.000Z,水表-3楼,4.9005
2019-04-16T05:49:59.000Z,水表-2楼,2.3307
2019-04-16T05:49:59.000Z,水表-1楼,2.7304
2019-04-16T05:49:59.000Z,水表-3楼,4.9108
2019-04-16T05:59:59.000Z,水表-2楼,2.3323
2019-04-16T05:59:59.000Z,水表-1楼,2.7304
2019-04-16T05:59:59.000Z,水表-3楼,4.9205
2019-04-16T06:09:59.000Z,水表-2楼,2.3348
2019-04-16T06:09:59.000Z,水表-1楼,2.7305
2019-04-16T06:09:59.000Z,水表-3楼,4.9313
2019-04-16T06:19:59.000Z,水表-2楼,2.3378
2019-04-16T06:19:59.000Z,水表-1楼,2.7307
2019-04-16T06:19:59.000Z,水表-3楼,4.9406
2019-04-16T06:29:59.000Z,水表-2楼,2.339
2019-04-16T06:29:59.000Z,水表-1楼,2.7307
2019-04-16T06:29:59.000Z,水表-3楼,4.9468
2019-04-16T06:39:59.000Z,水表-2楼,2.3406
2019-04-16T06:39:59.000Z,水表-1楼,2.7307
2019-04-16T06:39:59.000Z,水表-3楼,4.957
2019-04-16T06:49:59.000Z,水表-2楼,2.3412
2019-04-16T06:49:59.000Z,水表-1楼,2.7335
2019-04-16T06:49:59.000Z,水表-3楼,4.9699
2019-04-16T06:59:59.000Z,水表-2楼,2.3422
2019-04-16T06:59:59.000Z,水表-1楼,2.7335
2019-04-16T06:59:59.000Z,水表-3楼,4.9808
2019-04-16T07:09:59.000Z,水表-2楼,2.343
2019-04-16T07:09:59.000Z,水表-1楼,2.7335
2019-04-16T07:09:59.000Z,水表-3楼,4.9902
2019-04-16T07:19:59.000Z,水表-2楼,2.3436
2019-04-16T07:19:59.000Z,水表-1楼,2.7335
2019-04-16T07:19:59.000Z,水表-3楼,5.0005
2019-04-16T07:29:59.000Z,水表-2楼,2.3441
2019-04-16T07:29:59.000Z,水表-1楼,2.7335
2019-04-16T07:29:59.000Z,水表-3楼,5.0105
2019-04-16T07:39:59.000Z,水表-2楼,2.3496
2019-04-16T07:39:59.000Z,水表-1楼,2.7348
2019-04-16T07:39:59.000Z,水表-3楼,5.0153
2019-04-16T07:49:59.000Z,水表-2楼,2.3551
2019-04-16T07:49:59.000Z,水表-1楼,2.7349
2019-04-16T07:49:59.000Z,水表-3楼,5.0153
2019-04-16T07:59:59.000Z,水表-2楼,2.3557
2019-04-16T07:59:59.000Z,水表-1楼,2.7351
2019-04-16T07:59:59.000Z,水表-3楼,5.0153
2019-04-16T08:09:59.000Z,水表-2楼,2.3562
2019-04-16T08:09:59.000Z,水表-1楼,2.7474
2019-04-16T08:09:59.000Z,水表-3楼,5.0153
2019-04-16T08:19:59.000Z,水表-2楼,2.3563
2019-04-16T08:19:59.000Z,水表-1楼,2.7474
2019-04-16T08:19:59.000Z,水表-3楼,5.0153
2019-04-16T08:29:59.000Z,水表-2楼,2.3576
2019-04-16T08:29:59.000Z,水表-1楼,2.7486
2019-04-16T08:29:59.000Z,水表-3楼,5.0153
2019-04-16T08:39:59.000Z,水表-2楼,2.3576
2019-04-16T08:39:59.000Z,水表-1楼,2.7486
2019-04-16T08:39:59.000Z,水表-3楼,5.0153
2019-04-16T08:49:59.000Z,水表-2楼,2.3576
2019-04-16T08:49:59.000Z,水表-1楼,2.7502
2019-04-16T08:49:59.000Z,水表-3楼,5.0153
2019-04-16T08:59:59.000Z,水表-2楼,2.3576
2019-04-16T08:59:59.000Z,水表-1楼,2.7503
2019-04-16T08:59:59.000Z,水表-3楼,5.0153
2019-04-16T09:09:59.000Z,水表-2楼,2.3576
2019-04-16T09:09:59.000Z,水表-1楼,2.7504
2019-04-16T09:09:59.000Z,水表-3楼,5.0153
2019-04-16T09:19:59.000Z,水表-2楼,2.3576
2019-04-16T09:19:59.000Z,水表-1楼,2.7504
2019-04-16T09:19:59.000Z,水表-3楼,5.0153
2019-04-16T09:29:59.000Z,水表-2楼,2.3576
2019-04-16T09:29:59.000Z,水表-1楼,2.7504
2019-04-16T09:29:59.000Z,水表-3楼,5.0153
2019-04-16T09:39:59.000Z,水表-2楼,2.3576
2019-04-16T09:39:59.000Z,水表-1楼,2.7507
2019-04-16T09:39:59.000Z,水表-3楼,5.0153
2019-04-16T09:49:59.000Z,水表-2楼,2.3576
2019-04-16T09:49:59.000Z,水表-1楼,2.7507
2019-04-16T09:49:59.000Z,水表-3楼,5.0153
2019-04-16T09:59:59.000Z,水表-2楼,2.3576
2019-04-16T09:59:59.000Z,水表-1楼,2.7528
2019-04-16T09:59:59.000Z,水表-3楼,5.0153
2019-04-16T10:09:59.000Z,水表-2楼,2.3576
2019-04-16T10:09:59.000Z,水表-1楼,2.7528
2019-04-16T10:09:59.000Z,水表-3楼,5.0536
2019-04-16T10:19:59.000Z,水表-2楼,2.3576
2019-04-16T10:19:59.000Z,水表-1楼,2.7528
2019-04-16T10:19:59.000Z,水表-3楼,5.059
2019-04-16T10:29:59.000Z,水表-2楼,2.3576
2019-04-16T10:29:59.000Z,水表-1楼,2.7528
2019-04-16T10:29:59.000Z,水表-3楼,5.0656
2019-04-16T10:39:59.000Z,水表-2楼,2.3576
2019-04-16T10:39:59.000Z,水表-1楼,2.7528
2019-04-16T10:39:59.000Z,水表-3楼,5.0656
2019-04-16T10:49:59.000Z,水表-2楼,2.3576
2019-04-16T10:49:59.000Z,水表-1楼,2.7528
2019-04-16T10:49:59.000Z,水表-3楼,5.0844
2019-04-16T10:59:59.000Z,水表-2楼,2.3576
2019-04-16T10:59:59.000Z,水表-1楼,2.7528
2019-04-16T10:59:59.000Z,水表-3楼,5.1217
2019-04-16T11:09:59.000Z,水表-2楼,2.3576
2019-04-16T11:09:59.000Z,水表-1楼,2.7528
2019-04-16T11:09:59.000Z,水表-3楼,5.1437
2019-04-16T11:19:59.000Z,水表-2楼,2.3576
2019-04-16T11:19:59.000Z,水表-1楼,2.7528
2019-04-16T11:19:59.000Z,水表-3楼,5.1631
2019-04-16T11:29:59.000Z,水表-2楼,2.3576
2019-04-16T11:29:59.000Z,水表-1楼,2.7528
2019-04-16T11:29:59.000Z,水表-3楼,5.1838
2019-04-16T11:39:59.000Z,水表-2楼,2.3576
2019-04-16T11:39:59.000Z,水表-1楼,2.7528
2019-04-16T11:39:59.000Z,水表-3楼,5.191
2019-04-16T11:49:59.000Z,水表-2楼,2.3576
2019-04-16T11:49:59.000Z,水表-1楼,2.7528
2019-04-16T11:49:59.000Z,水表-3楼,5.1924
2019-04-16T11:59:59.000Z,水表-2楼,2.3576
2019-04-16T11:59:59.000Z,水表-1楼,2.7528
2019-04-16T11:59:59.000Z,水表-3楼,5.193
2019-04-16T12:09:59.000Z,水表-2楼,2.3576
2019-04-16T12:09:59.000Z,水表-1楼,2.7528
2019-04-16T12:09:59.000Z,水表-3楼,5.1956
2019-04-16T12:19:59.000Z,水表-2楼,2.3576
2019-04-16T12:19:59.000Z,水表-1楼,2.7528
2019-04-16T12:19:59.000Z,水表-3楼,5.1961
2019-04-16T12:29:59.000Z,水表-2楼,2.3576
2019-04-16T12:29:59.000Z,水表-1楼,2.7528
2019-04-16T12:29:59.000Z,水表-3楼,5.1971
2019-04-16T12:39:59.000Z,水表-2楼,2.3576
2019-04-16T12:39:59.000Z,水表-1楼,2.7528
2019-04-16T12:39:59.000Z,水表-3楼,5.199
2019-04-16T12:49:59.000Z,水表-2楼,2.3576
2019-04-16T12:49:59.000Z,水表-1楼,2.7528
2019-04-16T12:49:59.000Z,水表-3楼,5.2001
2019-04-16T12:59:59.000Z,水表-2楼,2.3576
2019-04-16T12:59:59.000Z,水表-1楼,2.7528
2019-04-16T12:59:59.000Z,水表-3楼,5.2012
2019-04-16T13:09:59.000Z,水表-2楼,2.3576
2019-04-16T13:09:59.000Z,水表-1楼,2.7528
2019-04-16T13:09:59.000Z,水表-3楼,5.2014
2019-04-16T13:19:59.000Z,水表-2楼,2.3576
2019-04-16T13:19:59.000Z,水表-1楼,2.7528
2019-04-16T13:19:59.000Z,水表-3楼,5.2018
2019-04-16T13:29:59.000Z,水表-2楼,2.3576
2019-04-16T13:29:59.000Z,水表-1楼,2.7528
2019-04-16T13:29:59.000Z,水表-3楼,5.2034
2019-04-16T13:39:59.000Z,水表-2楼,2.3576
2019-04-16T13:39:59.000Z,水表-1楼,2.7528
2019-04-16T13:39:59.000Z,水表-3楼,5.2242
2019-04-16T13:49:59.000Z,水表-2楼,2.3576
2019-04-16T13:49:59.000Z,水表-1楼,2.7528
2019-04-16T13:49:59.000Z,水表-3楼,5.2401
2019-04-16T13:59:59.000Z,水表-2楼,2.3576
2019-04-16T13:59:59.000Z,水表-1楼,2.7528
2019-04-16T13:59:59.000Z,水表-3楼,5.2566
2019-04-16T14:09:59.000Z,水表-2楼,2.3576
2019-04-16T14:09:59.000Z,水表-1楼,2.7528
2019-04-16T14:09:59.000Z,水表-3楼,5.2726
2019-04-16T14:19:59.000Z,水表-2楼,2.3576
2019-04-16T14:19:59.000Z,水表-1楼,2.7528
2019-04-16T14:19:59.000Z,水表-3楼,5.289
2019-04-16T14:29:59.000Z,水表-2楼,2.3576
2019-04-16T14:29:59.000Z,水表-1楼,2.7528
2019-04-16T14:29:59.000Z,水表-3楼,5.3067
2019-04-16T14:39:59.000Z,水表-2楼,2.3576
2019-04-16T14:39:59.000Z,水表-1楼,2.7528
2019-04-16T14:39:59.000Z,水表-3楼,5.3234
2019-04-16T14:49:59.000Z,水表-2楼,2.3576
2019-04-16T14:49:59.000Z,水表-1楼,2.7528
2019-04-16T14:49:59.000Z,水表-3楼,5.3405
2019-04-16T14:59:59.000Z,水表-2楼,2.3576
2019-04-16T14:59:59.000Z,水表-1楼,2.7528
2019-04-16T14:59:59.000Z,水表-3楼,5.3575
2019-04-16T15:09:59.000Z,水表-2楼,2.3576
2019-04-16T15:09:59.000Z,水表-1楼,2.7528
2019-04-16T15:09:59.000Z,水表-3楼,5.3745
2019-04-16T15:19:59.000Z,水表-2楼,2.3576
2019-04-16T15:19:59.000Z,水表-1楼,2.7528
2019-04-16T15:19:59.000Z,水表-3楼,5.3913
2019-04-16T15:29:59.000Z,水表-2楼,2.3576
2019-04-16T15:29:59.000Z,水表-1楼,2.7528
2019-04-16T15:29:59.000Z,水表-3楼,5.4089
2019-04-16T15:39:59.000Z,水表-2楼,2.3576
2019-04-16T15:39:59.000Z,水表-1楼,2.7528
2019-04-16T15:39:59.000Z,水表-3楼,5.4145
2019-04-16T15:49:59.000Z,水表-2楼,2.3576
2019-04-16T15:49:59.000Z,水表-1楼,2.7528
2019-04-16T15:49:59.000Z,水表-3楼,5.4147
2019-04-16T15:59:59.000Z,水表-2楼,2.3576
2019-04-16T15:59:59.000Z,水表-1楼,2.7528
2019-04-16T15:59:59.000Z,水表-3楼,5.4148
2019-04-16T16:09:59.000Z,水表-2楼,2.3576
2019-04-16T16:09:59.000Z,水表-1楼,2.7528
2019-04-16T16:09:59.000Z,水表-3楼,5.415
2019-04-16T16:19:59.000Z,水表-2楼,2.3576
2019-04-16T16:19:59.000Z,水表-1楼,2.7528
2019-04-16T16:19:59.000Z,水表-3楼,5.415
2019-04-16T16:29:59.000Z,水表-2楼,2.3576
2019-04-16T16:29:59.000Z,水表-1楼,2.7528
2019-04-16T16:29:59.000Z,水表-3楼,5.415
2019-04-16T16:39:59.000Z,水表-2楼,2.3576
2019-04-16T16:39:59.000Z,水表-1楼,2.7528
2019-04-16T16:39:59.000Z,水表-3楼,5.415
2019-04-16T16:49:59.000Z,水表-2楼,2.3576
2019-04-16T16:49:59.000Z,水表-1楼,2.7528
2019-04-16T16:49:59.000Z,水表-3楼,5.415
2019-04-16T16:59:59.000Z,水表-2楼,2.3576
2019-04-16T16:59:59.000Z,水表-1楼,2.7528
2019-04-16T16:59:59.000Z,水表-3楼,5.415
2019-04-16T17:09:59.000Z,水表-2楼,2.3576
2019-04-16T17:09:59.000Z,水表-1楼,2.7528
2019-04-16T17:09:59.000Z,水表-3楼,5.4151
2019-04-16T17:19:59.000Z,水表-2楼,2.3576
2019-04-16T17:19:59.000Z,水表-1楼,2.7528
2019-04-16T17:19:59.000Z,水表-3楼,5.4151
2019-04-16T17:29:59.000Z,水表-2楼,2.3576
2019-04-16T17:29:59.000Z,水表-1楼,2.7528
2019-04-16T17:29:59.000Z,水表-3楼,5.4162
2019-04-16T17:39:59.000Z,水表-2楼,2.3576
2019-04-16T17:39:59.000Z,水表-1楼,2.7528
2019-04-16T17:39:59.000Z,水表-3楼,5.4315
2019-04-16T17:49:59.000Z,水表-2楼,2.3576
2019-04-16T17:49:59.000Z,水表-1楼,2.7528
2019-04-16T17:49:59.000Z,水表-3楼,5.44
2019-04-16T17:59:59.000Z,水表-2楼,2.3576
2019-04-16T17:59:59.000Z,水表-1楼,2.7528
2019-04-16T17:59:59.000Z,水表-3楼,5.4454
2019-04-16T18:09:59.000Z,水表-2楼,2.3576
2019-04-16T18:09:59.000Z,水表-1楼,2.7528
2019-04-16T18:09:59.000Z,水表-3楼,5.4548
2019-04-16T18:19:59.000Z,水表-2楼,2.3576
2019-04-16T18:19:59.000Z,水表-1楼,2.7528
2019-04-16T18:19:59.000Z,水表-3楼,5.4641
2019-04-16T18:29:59.000Z,水表-2楼,2.3576
2019-04-16T18:29:59.000Z,水表-1楼,2.7528
2019-04-16T18:29:59.000Z,水表-3楼,5.4718
2019-04-16T18:39:59.000Z,水表-2楼,2.3576
2019-04-16T18:39:59.000Z,水表-1楼,2.7528
2019-04-16T18:39:59.000Z,水表-3楼,5.4793
2019-04-16T18:49:59.000Z,水表-2楼,2.3576
2019-04-16T18:49:59.000Z,水表-1楼,2.7528
2019-04-16T18:49:59.000Z,水表-3楼,5.4837
2019-04-16T18:59:59.000Z,水表-2楼,2.3576
2019-04-16T18:59:59.000Z,水表-1楼,2.7528
2019-04-16T18:59:59.000Z,水表-3楼,5.4934
2019-04-16T19:09:59.000Z,水表-2楼,2.3576
2019-04-16T19:09:59.000Z,水表-1楼,2.7528
2019-04-16T19:09:59.000Z,水表-3楼,5.4945
2019-04-16T19:19:59.000Z,水表-2楼,2.3576
2019-04-16T19:19:59.000Z,水表-1楼,2.7528
2019-04-16T19:19:59.000Z,水表-3楼,5.5027
2019-04-16T19:29:59.000Z,水表-2楼,2.3576
2019-04-16T19:29:59.000Z,水表-1楼,2.7528
2019-04-16T19:29:59.000Z,水表-3楼,5.5108
2019-04-16T19:39:59.000Z,水表-2楼,2.3576
2019-04-16T19:39:59.000Z,水表-1楼,2.7528
2019-04-16T19:39:59.000Z,水表-3楼,5.5154
2019-04-16T19:49:59.000Z,水表-2楼,2.3576
2019-04-16T19:49:59.000Z,水表-1楼,2.7528
2019-04-16T19:49:59.000Z,水表-3楼,5.5154
2019-04-16T19:59:59.000Z,水表-2楼,2.3576
2019-04-16T19:59:59.000Z,水表-1楼,2.7528
2019-04-16T19:59:59.000Z,水表-3楼,5.5154
2019-04-16T20:09:59.000Z,水表-2楼,2.3576
2019-04-16T20:09:59.000Z,水表-1楼,2.7528
2019-04-16T20:09:59.000Z,水表-3楼,5.5154
2019-04-16T20:19:59.000Z,水表-2楼,2.3576
2019-04-16T20:19:59.000Z,水表-1楼,2.7528
2019-04-16T20:19:59.000Z,水表-3楼,5.5156
2019-04-16T20:29:59.000Z,水表-2楼,2.3576
2019-04-16T20:29:59.000Z,水表-1楼,2.7528
2019-04-16T20:29:59.000Z,水表-3楼,5.5156
2019-04-16T20:39:59.000Z,水表-2楼,2.3576
2019-04-16T20:39:59.000Z,水表-1楼,2.7528
2019-04-16T20:39:59.000Z,水表-3楼,5.5156
2019-04-16T20:49:59.000Z,水表-2楼,2.3576
2019-04-16T20:49:59.000Z,水表-1楼,2.7528
2019-04-16T20:49:59.000Z,水表-3楼,5.5156
2019-04-16T20:59:59.000Z,水表-2楼,2.3576
2019-04-16T20:59:59.000Z,水表-1楼,2.7528
2019-04-16T20:59:59.000Z,水表-3楼,5.5156
2019-04-16T21:09:59.000Z,水表-2楼,2.3576
2019-04-16T21:09:59.000Z,水表-1楼,2.7528
2019-04-16T21:09:59.000Z,水表-3楼,5.5156
2019-04-16T21:19:59.000Z,水表-2楼,2.3576
2019-04-16T21:19:59.000Z,水表-1楼,2.7528
2019-04-16T21:19:59.000Z,水表-3楼,5.5156
2019-04-16T21:29:59.000Z,水表-2楼,2.3576
2019-04-16T21:29:59.000Z,水表-1楼,2.7528
2019-04-16T21:29:59.000Z,水表-3楼,5.5165
2019-04-16T21:39:59.000Z,水表-2楼,2.3576
2019-04-16T21:39:59.000Z,水表-1楼,2.7528
2019-04-16T21:39:59.000Z,水表-3楼,5.5271
2019-04-16T21:49:59.000Z,水表-2楼,2.3576
2019-04-16T21:49:59.000Z,水表-1楼,2.7528
2019-04-16T21:49:59.000Z,水表-3楼,5.5299
2019-04-16T21:59:59.000Z,水表-2楼,2.3576
2019-04-16T21:59:59.000Z,水表-1楼,2.7528
2019-04-16T21:59:59.000Z,水表-3楼,5.5304
2019-04-16T22:09:59.000Z,水表-2楼,2.3576
2019-04-16T22:09:59.000Z,水表-1楼,2.7528
2019-04-16T22:09:59.000Z,水表-3楼,5.531
2019-04-16T22:19:59.000Z,水表-2楼,2.3576
2019-04-16T22:19:59.000Z,水表-1楼,2.7528
2019-04-16T22:19:59.000Z,水表-3楼,5.5388
2019-04-16T22:29:59.000Z,水表-2楼,2.3576
2019-04-16T22:29:59.000Z,水表-1楼,2.7528
2019-04-16T22:29:59.000Z,水表-3楼,5.5411
2019-04-16T22:39:59.000Z,水表-2楼,2.3576
2019-04-16T22:39:59.000Z,水表-1楼,2.7528
2019-04-16T22:39:59.000Z,水表-3楼,5.5472
2019-04-16T22:49:59.000Z,水表-2楼,2.3576
2019-04-16T22:49:59.000Z,水表-1楼,2.7528
2019-04-16T22:49:59.000Z,水表-3楼,5.5563
2019-04-16T22:59:59.000Z,水表-2楼,2.3576
2019-04-16T22:59:59.000Z,水表-1楼,2.7528
2019-04-16T22:59:59.000Z,水表-3楼,5.5677
2019-04-16T23:09:59.000Z,水表-2楼,2.3576
2019-04-16T23:09:59.000Z,水表-1楼,2.7528
2019-04-16T23:09:59.000Z,水表-3楼,5.5882
2019-04-16T23:19:59.000Z,水表-2楼,2.3576
2019-04-16T23:19:59.000Z,水表-1楼,2.7528
2019-04-16T23:19:59.000Z,水表-3楼,5.6143
2019-04-16T23:29:59.000Z,水表-2楼,2.3576
2019-04-16T23:29:59.000Z,水表-1楼,2.7528
2019-04-16T23:29:59.000Z,水表-3楼,5.6388
2019-04-16T23:39:59.000Z,水表-2楼,2.3576
2019-04-16T23:39:59.000Z,水表-1楼,2.7528
2019-04-16T23:39:59.000Z,水表-3楼,5.6506
2019-04-16T23:49:59.000Z,水表-2楼,2.3576
2019-04-16T23:49:59.000Z,水表-1楼,2.7528
2019-04-16T23:49:59.000Z,水表-3楼,5.6572
2019-04-16T23:59:59.000Z,水表-2楼,2.3576
2019-04-16T23:59:59.000Z,水表-1楼,2.7528
2019-04-16T23:59:59.000Z,水表-3楼,5.6602
2019-04-17T00:09:59.000Z,水表-2楼,2.3576
2019-04-17T00:09:59.000Z,水表-1楼,2.7528
2019-04-17T00:09:59.000Z,水表-3楼,5.6607
2019-04-17T00:19:59.000Z,水表-2楼,2.3576
2019-04-17T00:19:59.000Z,水表-1楼,2.7528
2019-04-17T00:19:59.000Z,水表-3楼,5.6682
2019-04-17T00:29:59.000Z,水表-2楼,2.3576
2019-04-17T00:29:59.000Z,水表-1楼,2.7528
2019-04-17T00:29:59.000Z,水表-3楼,5.679
2019-04-17T00:39:59.000Z,水表-2楼,2.3576
2019-04-17T00:39:59.000Z,水表-1楼,2.7528
2019-04-17T00:39:59.000Z,水表-3楼,5.6913
2019-04-17T00:49:59.000Z,水表-2楼,2.3576
2019-04-17T00:49:59.000Z,水表-1楼,2.7528
2019-04-17T00:49:59.000Z,水表-3楼,5.7083
2019-04-17T00:59:59.000Z,水表-2楼,2.3576
2019-04-17T00:59:59.000Z,水表-1楼,2.7528
2019-04-17T00:59:59.000Z,水表-3楼,5.7214
2019-04-17T01:09:59.000Z,水表-2楼,2.3576
2019-04-17T01:09:59.000Z,水表-1楼,2.7528
2019-04-17T01:09:59.000Z,水表-3楼,5.732
2019-04-17T01:19:59.000Z,水表-2楼,2.3576
2019-04-17T01:19:59.000Z,水表-1楼,2.7528
2019-04-17T01:19:59.000Z,水表-3楼,5.7591
2019-04-17T01:29:59.000Z,水表-2楼,2.3576
2019-04-17T01:29:59.000Z,水表-1楼,2.7528
2019-04-17T01:29:59.000Z,水表-3楼,5.8058
2019-04-17T01:39:59.000Z,水表-2楼,2.3576
2019-04-17T01:39:59.000Z,水表-1楼,2.7528
2019-04-17T01:39:59.000Z,水表-3楼,5.8379
2019-04-17T01:49:59.000Z,水表-2楼,2.3576
2019-04-17T01:49:59.000Z,水表-1楼,2.7528
2019-04-17T01:49:59.000Z,水表-3楼,5.8624
2019-04-17T01:59:59.000Z,水表-2楼,2.3576
2019-04-17T01:59:59.000Z,水表-1楼,2.7528
2019-04-17T01:59:59.000Z,水表-3楼,5.8838
2019-04-17T02:09:59.000Z,水表-2楼,2.3576
2019-04-17T02:09:59.000Z,水表-1楼,2.7528
2019-04-17T02:09:59.000Z,水表-3楼,5.9182
2019-04-17T02:19:59.000Z,水表-2楼,2.3576
2019-04-17T02:19:59.000Z,水表-1楼,2.7528
2019-04-17T02:19:59.000Z,水表-3楼,5.9436
2019-04-17T02:29:59.000Z,水表-2楼,2.3576
2019-04-17T02:29:59.000Z,水表-1楼,2.7528
2019-04-17T02:29:59.000Z,水表-3楼,5.968
2019-04-17T02:39:59.000Z,水表-2楼,2.3576
2019-04-17T02:39:59.000Z,水表-1楼,2.7528
2019-04-17T02:39:59.000Z,水表-3楼,5.9929
2019-04-17T02:49:59.000Z,水表-2楼,2.3576
2019-04-17T02:49:59.000Z,水表-1楼,2.7528
2019-04-17T02:49:59.000Z,水表-3楼,6.019
2019-04-17T02:59:59.000Z,水表-2楼,2.3576
2019-04-17T02:59:59.000Z,水表-1楼,2.7528
2019-04-17T02:59:59.000Z,水表-3楼,6.0481
2019-04-17T03:09:59.000Z,水表-2楼,2.3576
2019-04-17T03:09:59.000Z,水表-1楼,2.7528
2019-04-17T03:09:59.000Z,水表-3楼,6.0717
2019-04-17T03:19:59.000Z,水表-2楼,2.3576
2019-04-17T03:19:59.000Z,水表-1楼,2.7528
2019-04-17T03:19:59.000Z,水表-3楼,6.1009
2019-04-17T03:29:59.000Z,水表-2楼,2.3576
2019-04-17T03:29:59.000Z,水表-1楼,2.7528
2019-04-17T03:29:59.000Z,水表-3楼,6.1294
2019-04-17T03:39:59.000Z,水表-2楼,2.3576
2019-04-17T03:39:59.000Z,水表-1楼,2.7528
2019-04-17T03:39:59.000Z,水表-3楼,6.1469
2019-04-17T03:49:59.000Z,水表-2楼,2.3576
2019-04-17T03:49:59.000Z,水表-1楼,2.7623
2019-04-17T03:49:59.000Z,水表-3楼,6.17
2019-04-17T03:59:59.000Z,水表-2楼,2.3576
2019-04-17T03:59:59.000Z,水表-1楼,2.7623
2019-04-17T03:59:59.000Z,水表-3楼,6.1801
2019-04-17T04:09:59.000Z,水表-2楼,2.3576
2019-04-17T04:09:59.000Z,水表-1楼,2.7623
2019-04-17T04:09:59.000Z,水表-3楼,6.2006
2019-04-17T04:19:59.000Z,水表-2楼,2.3576
2019-04-17T04:19:59.000Z,水表-1楼,2.7623
2019-04-17T04:19:59.000Z,水表-3楼,6.2165
2019-04-17T04:29:59.000Z,水表-2楼,2.3576
2019-04-17T04:29:59.000Z,水表-1楼,2.7623
2019-04-17T04:29:59.000Z,水表-3楼,6.2194
2019-04-17T04:39:59.000Z,水表-2楼,2.3576
2019-04-17T04:39:59.000Z,水表-1楼,2.7623
2019-04-17T04:39:59.000Z,水表-3楼,6.2232
2019-04-17T04:49:59.000Z,水表-2楼,2.3576
2019-04-17T04:49:59.000Z,水表-1楼,2.7651
2019-04-17T04:49:59.000Z,水表-3楼,6.2299
2019-04-17T04:59:59.000Z,水表-2楼,2.3576
2019-04-17T04:59:59.000Z,水表-1楼,2.7651
